FREQ_MHz	SENS_DB	SENS_VPERPA	SENS_V2CM2PERW	CAP_PF
1	-269.28	0.00000003435	0.00001770	69.143
1.05	-269.11	0.00000003504	0.00001842	69.111
1.1	-269.04	0.00000003531	0.00001870	69.079
1.15	-268.69	0.00000003679	0.00002030	69.047
1.2	-268.72	0.00000003664	0.00002013	69.015
1.25	-268.74	0.00000003655	0.00002004	68.984
1.3	-268.33	0.00000003833	0.00002204	68.953
1.35	-268.08	0.00000003946	0.00002336	68.922
1.4	-267.83	0.00000004059	0.00002472	68.892
1.45	-267.82	0.00000004063	0.00002476	68.862
1.5	-267.53	0.00000004201	0.00002648	68.832
1.55	-267.32	0.00000004307	0.00002783	68.802
1.6	-267.09	0.00000004419	0.00002929	68.773
1.65	-267.01	0.00000004459	0.00002983	68.744
1.7	-266.77	0.00000004588	0.00003158	68.715
1.75	-266.66	0.00000004646	0.00003238	68.687
1.8	-266.58	0.00000004688	0.00003296	68.659
1.85	-266.34	0.00000004817	0.00003481	68.631
1.9	-266.22	0.00000004889	0.00003585	68.604
1.95	-266.12	0.00000004944	0.00003667	68.576
2	-265.97	0.00000005031	0.00003797	68.55
2.05	-265.82	0.00000005118	0.00003929	68.523
2.1	-265.67	0.00000005205	0.00004063	68.496
2.15	-265.54	0.00000005283	0.00004187	68.47
2.2	-265.51	0.00000005300	0.00004213	68.444
2.25	-265.6	0.00000005250	0.00004135	68.418
2.3	-265.52	0.00000005297	0.00004209	68.393
2.35	-265.43	0.00000005353	0.00004298	68.368
2.4	-265.31	0.00000005426	0.00004417	68.343
2.45	-265.32	0.00000005423	0.00004412	68.318
2.5	-265.38	0.00000005382	0.00004345	68.294
2.55	-265.25	0.00000005466	0.00004482	68.269
2.6	-265.26	0.00000005456	0.00004466	68.246
2.65	-265.24	0.00000005468	0.00004486	68.222
2.7	-265.26	0.00000005458	0.00004469	68.198
2.75	-265.23	0.00000005474	0.00004495	68.175
2.8	-265.22	0.00000005482	0.00004509	68.152
2.85	-265.27	0.00000005451	0.00004457	68.13
2.9	-265.26	0.00000005457	0.00004466	68.107
2.95	-265.28	0.00000005446	0.00004450	68.085
3	-265.26	0.00000005458	0.00004468	68.063
3.05	-265.29	0.00000005438	0.00004436	68.041
3.1	-265.3	0.00000005431	0.00004424	68.019
3.15	-265.29	0.00000005441	0.00004441	67.998
3.2	-265.33	0.00000005413	0.00004395	67.977
3.25	-265.36	0.00000005396	0.00004367	67.956
3.3	-265.38	0.00000005386	0.00004351	67.935
3.35	-265.42	0.00000005361	0.00004311	67.915
3.4	-265.45	0.00000005340	0.00004277	67.894
3.45	-265.5	0.00000005307	0.00004225	67.874
3.5	-265.52	0.00000005296	0.00004208	67.854
3.55	-265.53	0.00000005290	0.00004197	67.835
3.6	-265.58	0.00000005261	0.00004151	67.815
3.65	-265.6	0.00000005249	0.00004132	67.796
3.7	-265.68	0.00000005198	0.00004053	67.777
3.75	-265.74	0.00000005165	0.00004002	67.758
3.8	-265.78	0.00000005141	0.00003965	67.739
3.85	-265.86	0.00000005092	0.00003890	67.721
3.9	-265.88	0.00000005083	0.00003875	67.702
3.95	-265.93	0.00000005052	0.00003829	67.684
4	-265.98	0.00000005026	0.00003789	67.666
4.05	-266.01	0.00000005005	0.00003758	67.649
4.1	-266.15	0.00000004926	0.00003640	67.631
4.15	-266.11	0.00000004948	0.00003672	67.614
4.2	-266.1	0.00000004953	0.00003680	67.596
4.25	-266.12	0.00000004945	0.00003668	67.579
4.3	-266.2	0.00000004898	0.00003599	67.562
4.35	-266.21	0.00000004892	0.00003589	67.546
4.4	-266.23	0.00000004883	0.00003577	67.529
4.45	-266.32	0.00000004828	0.00003496	67.513
