FREQ_MHz	SENS_DB	SENS_VPERPA	SENS_V2CM2PERW	CAP_PF
10.15	-267	4.47E-08	2.99E-05	82.778
10.2	-267.01	4.46E-08	2.99E-05	82.768
10.25	-267.01	4.46E-08	2.99E-05	82.758
10.3	-267	4.47E-08	2.99E-05	82.747
10.35	-266.98	4.48E-08	3.01E-05	82.737
10.4	-266.98	4.48E-08	3.01E-05	82.727
10.45	-267	4.47E-08	3.00E-05	82.716
10.5	-266.98	4.48E-08	3.01E-05	82.706
10.55	-266.96	4.49E-08	3.02E-05	82.696
10.6	-266.96	4.49E-08	3.02E-05	82.686
10.65	-266.94	4.50E-08	3.04E-05	82.676
10.7	-266.89	4.52E-08	3.07E-05	82.666
10.75	-266.91	4.52E-08	3.06E-05	82.656
10.8	-266.91	4.51E-08	3.06E-05	82.646
10.85	-266.9	4.52E-08	3.06E-05	82.636
10.9	-266.93	4.50E-08	3.04E-05	82.626
10.95	-266.95	4.49E-08	3.03E-05	82.616
11	-266.97	4.48E-08	3.01E-05	82.606
11.05	-266.99	4.47E-08	3.00E-05	82.596
11.1	-267.01	4.46E-08	2.99E-05	82.586
11.15	-267.01	4.46E-08	2.98E-05	82.577
11.2	-266.98	4.48E-08	3.01E-05	82.567
11.25	-266.97	4.48E-08	3.02E-05	82.557
11.3	-266.97	4.48E-08	3.02E-05	82.547
11.35	-266.98	4.48E-08	3.01E-05	82.538
11.4	-267.01	4.46E-08	2.99E-05	82.528
11.45	-266.99	4.47E-08	3.00E-05	82.519
11.5	-266.99	4.48E-08	3.00E-05	82.509
11.55	-267.04	4.45E-08	2.97E-05	82.499
11.6	-267.05	4.44E-08	2.96E-05	82.49
11.65	-267.05	4.44E-08	2.96E-05	82.48
11.7	-267.06	4.44E-08	2.95E-05	82.471
11.75	-267.03	4.45E-08	2.97E-05	82.461
11.8	-267.05	4.44E-08	2.96E-05	82.452
11.85	-267	4.46E-08	2.99E-05	82.442
11.9	-266.89	4.52E-08	3.07E-05	82.433
11.95	-266.89	4.52E-08	3.07E-05	82.424
12	-266.92	4.51E-08	3.05E-05	82.414
12.05	-266.9	4.52E-08	3.06E-05	82.405
12.1	-266.83	4.56E-08	3.12E-05	82.396
12.15	-266.73	4.61E-08	3.18E-05	82.386
12.2	-266.71	4.62E-08	3.20E-05	82.377
12.25	-266.71	4.62E-08	3.20E-05	82.368
12.3	-266.68	4.64E-08	3.22E-05	82.358
12.35	-266.68	4.63E-08	3.22E-05	82.349
12.4	-266.66	4.65E-08	3.24E-05	82.34
12.45	-266.61	4.67E-08	3.27E-05	82.331
12.5	-266.61	4.67E-08	3.28E-05	82.322
12.55	-266.58	4.69E-08	3.30E-05	82.312
12.6	-266.56	4.70E-08	3.31E-05	82.303
12.65	-266.56	4.70E-08	3.31E-05	82.294
12.7	-266.54	4.71E-08	3.32E-05	82.285
12.75	-266.47	4.75E-08	3.38E-05	82.276
12.8	-266.41	4.78E-08	3.43E-05	82.267
12.85	-266.39	4.79E-08	3.44E-05	82.258
12.9	-266.44	4.77E-08	3.41E-05	82.249
12.95	-266.5	4.73E-08	3.36E-05	82.24
13	-266.5	4.73E-08	3.36E-05	82.231
13.05	-266.44	4.77E-08	3.41E-05	82.222
13.1	-266.37	4.81E-08	3.46E-05	82.213
13.15	-266.36	4.81E-08	3.47E-05	82.204
13.2	-266.27	4.86E-08	3.54E-05	82.195
13.25	-266.16	4.92E-08	3.63E-05	82.186
13.3	-266.24	4.88E-08	3.57E-05	82.177
13.35	-266.23	4.88E-08	3.57E-05	82.168
13.4	-266.19	4.90E-08	3.61E-05	82.159
13.45	-266.2	4.90E-08	3.60E-05	82.151
13.5	-266.17	4.92E-08	3.62E-05	82.142
13.55	-266.19	4.90E-08	3.61E-05	82.133
13.6	-266.2	4.90E-08	3.60E-05	82.124
13.65	-266.17	4.92E-08	3.62E-05	82.115
13.7	-266.19	4.90E-08	3.61E-05	82.107
13.75	-266.21	4.89E-08	3.59E-05	82.098
13.8	-266.2	4.90E-08	3.60E-05	82.089
13.85	-266.23	4.88E-08	3.57E-05	82.08
13.9	-266.28	4.85E-08	3.53E-05	82.072
13.95	-266.29	4.85E-08	3.52E-05	82.063
14	-266.25	4.87E-08	3.56E-05	82.054
14.05	-266.23	4.88E-08	3.57E-05	82.046
14.1	-266.19	4.90E-08	3.61E-05	82.037
14.15	-266.15	4.92E-08	3.64E-05	82.028
14.2	-266.14	4.93E-08	3.65E-05	82.02
14.25	-266.14	4.93E-08	3.65E-05	82.011
14.3	-266.13	4.94E-08	3.66E-05	82.003
14.35	-266.1	4.96E-08	3.69E-05	81.994
14.4	-266.17	4.92E-08	3.63E-05	81.986
14.45	-266.14	4.93E-08	3.64E-05	81.977
14.5	-266.12	4.94E-08	3.66E-05	81.969
14.55	-266.17	4.92E-08	3.63E-05	81.96
14.6	-266.17	4.92E-08	3.63E-05	81.952
14.65	-266.1	4.96E-08	3.68E-05	81.943
14.7	-266.07	4.97E-08	3.70E-05	81.935
14.75	-266.03	5.00E-08	3.74E-05	81.926
14.8	-265.95	5.04E-08	3.81E-05	81.918
14.85	-265.92	5.06E-08	3.84E-05	81.91
14.9	-265.92	5.06E-08	3.84E-05	81.901
14.95	-265.94	5.05E-08	3.82E-05	81.893
15	-265.82	5.11E-08	3.92E-05	81.885
15.05	-265.74	5.16E-08	4.00E-05	81.876
15.1	-265.81	5.13E-08	3.94E-05	81.868
15.15	-265.73	5.17E-08	4.01E-05	81.86
15.2	-265.65	5.22E-08	4.08E-05	81.852
15.25	-265.61	5.24E-08	4.12E-05	81.844
15.3	-265.55	5.28E-08	4.18E-05	81.835
15.35	-265.53	5.29E-08	4.20E-05	81.827
15.4	-265.61	5.24E-08	4.12E-05	81.819
15.45	-265.59	5.25E-08	4.14E-05	81.811
15.5	-265.55	5.28E-08	4.18E-05	81.803
15.55	-265.61	5.25E-08	4.13E-05	81.795
15.6	-265.58	5.26E-08	4.15E-05	81.787
15.65	-265.59	5.25E-08	4.14E-05	81.779
15.7	-265.62	5.23E-08	4.11E-05	81.771
15.75	-265.64	5.22E-08	4.09E-05	81.763
15.8	-265.53	5.29E-08	4.19E-05	81.755
15.85	-265.55	5.28E-08	4.18E-05	81.747
15.9	-265.55	5.28E-08	4.18E-05	81.739
15.95	-265.5	5.31E-08	4.23E-05	81.732
16	-265.44	5.34E-08	4.28E-05	81.724
16.05	-265.42	5.36E-08	4.31E-05	81.716
16.1	-265.41	5.37E-08	4.32E-05	81.708
16.15	-265.47	5.33E-08	4.26E-05	81.701
16.2	-265.45	5.34E-08	4.28E-05	81.693
16.25	-265.44	5.35E-08	4.29E-05	81.685
16.3	-265.4	5.37E-08	4.33E-05	81.678
16.35	-265.38	5.38E-08	4.35E-05	81.67
16.4	-265.43	5.35E-08	4.30E-05	81.662
16.45	-265.39	5.38E-08	4.34E-05	81.655
16.5	-265.41	5.37E-08	4.32E-05	81.647
16.55	-265.47	5.33E-08	4.26E-05	81.64
16.6	-265.4	5.37E-08	4.32E-05	81.633
16.65	-265.34	5.41E-08	4.39E-05	81.625
16.7	-265.47	5.33E-08	4.26E-05	81.618
16.75	-265.43	5.35E-08	4.30E-05	81.611
16.8	-265.35	5.40E-08	4.38E-05	81.603
16.85	-265.33	5.42E-08	4.40E-05	81.596
16.9	-265.33	5.41E-08	4.39E-05	81.589
16.95	-265.3	5.44E-08	4.43E-05	81.582
17	-265.34	5.41E-08	4.39E-05	81.575
17.05	-265.32	5.42E-08	4.41E-05	81.568
17.1	-265.3	5.43E-08	4.42E-05	81.561
17.15	-265.48	5.32E-08	4.25E-05	81.554
17.2	-265.29	5.44E-08	4.44E-05	81.547
17.25	-265.25	5.46E-08	4.48E-05	81.54
17.3	-265.21	5.49E-08	4.52E-05	81.533
17.35	-265.17	5.52E-08	4.57E-05	81.526
17.4	-265.29	5.44E-08	4.44E-05	81.52
17.45	-265.24	5.47E-08	4.49E-05	81.513
17.5	-265.14	5.54E-08	4.60E-05	81.506
17.55	-265.17	5.52E-08	4.57E-05	81.5
17.6	-265.18	5.51E-08	4.56E-05	81.493
17.65	-265.14	5.53E-08	4.59E-05	81.487
17.7	-265.08	5.57E-08	4.66E-05	81.48
17.75	-265.05	5.59E-08	4.69E-05	81.474
17.8	-265.04	5.60E-08	4.70E-05	81.467
17.85	-265.01	5.62E-08	4.73E-05	81.461
17.9	-265.05	5.59E-08	4.69E-05	81.455
17.95	-264.91	5.69E-08	4.85E-05	81.449
18	-264.91	5.68E-08	4.84E-05	81.443
18.05	-264.84	5.73E-08	4.92E-05	81.437
18.1	-264.83	5.73E-08	4.93E-05	81.431
18.15	-264.94	5.67E-08	4.82E-05	81.425
18.2	-265.11	5.55E-08	4.63E-05	81.419
18.25	-265.2	5.49E-08	4.53E-05	81.413
18.3	-265.11	5.56E-08	4.63E-05	81.407
18.35	-264.97	5.64E-08	4.78E-05	81.402
18.4	-264.97	5.64E-08	4.78E-05	81.396
18.45	-265	5.63E-08	4.75E-05	81.391
18.5	-265.02	5.61E-08	4.72E-05	81.385
18.55	-265	5.62E-08	4.74E-05	81.38
18.6	-264.96	5.65E-08	4.79E-05	81.374
18.65	-264.9	5.69E-08	4.85E-05	81.369
18.7	-264.93	5.67E-08	4.82E-05	81.364
18.75	-264.87	5.71E-08	4.89E-05	81.359
18.8	-264.89	5.69E-08	4.86E-05	81.354
18.85	-264.79	5.76E-08	4.98E-05	81.349
18.9	-264.78	5.77E-08	4.99E-05	81.344
18.95	-264.7	5.82E-08	5.09E-05	81.339
19	-264.57	5.91E-08	5.23E-05	81.334
19.05	-264.71	5.82E-08	5.07E-05	81.33
19.1	-264.76	5.78E-08	5.01E-05	81.325
19.15	-264.81	5.75E-08	4.95E-05	81.321
19.2	-264.9	5.69E-08	4.85E-05	81.316
19.25	-264.7	5.82E-08	5.08E-05	81.312
19.3	-264.61	5.88E-08	5.19E-05	81.308
19.35	-264.72	5.81E-08	5.06E-05	81.304
19.4	-264.67	5.84E-08	5.12E-05	81.3
19.45	-264.59	5.89E-08	5.21E-05	81.296
19.5	-264.66	5.85E-08	5.13E-05	81.292
19.55	-264.75	5.79E-08	5.02E-05	81.288
19.6	-264.74	5.80E-08	5.04E-05	81.284
19.65	-264.78	5.77E-08	4.99E-05	81.281
19.7	-264.64	5.86E-08	5.15E-05	81.277
19.75	-264.65	5.85E-08	5.14E-05	81.274
19.8	-264.78	5.77E-08	4.99E-05	81.271
19.85	-264.72	5.81E-08	5.06E-05	81.267
19.9	-264.63	5.87E-08	5.16E-05	81.266
19.95	-264.55	5.92E-08	5.26E-05	81.265
20	-264.47	5.98E-08	5.36E-05	81.264
